http://dbpedia.org/resource/Alice_Springs_Airport,Alice Springs Airport,ASP,http://dbpedia.org/resource/Alice_Springs,133.902,-23.8069
http://dbpedia.org/resource/Araxos_Airport,Araxos Airport,GPA,http://dbpedia.org/resource/Greece,21.4256,38.1511
http://dbpedia.org/resource/Araxos_Airport,Araxos Airport,GPA,http://dbpedia.org/resource/Patras,21.4256,38.1511
http://dbpedia.org/resource/Araxos_Airport,Araxos Airport,GPA,http://dbpedia.org/resource/Pyrgos,21.4256,38.1511
http://dbpedia.org/resource/Artigas_Airport,Artigas International Airport,ATI,http://dbpedia.org/resource/Artigas,_Uruguay,-56.5078,-30.4008
http://dbpedia.org/resource/Astana_International_Airport,Astana International Airport,TSE,http://dbpedia.org/resource/Astana,71.4669,51.0222
http://dbpedia.org/resource/Astana_International_Airport,Astana International Airport,TSE,http://dbpedia.org/resource/Kazakhstan,71.4669,51.0222
http://dbpedia.org/resource/Banjul_International_Airport,Banjul International Airport,BJL,http://dbpedia.org/resource/Banjul,-16.6522,13.338
http://dbpedia.org/resource/Berlin_Brandenburg_Airport,Berlin Brandenburg Airport,BER,http://dbpedia.org/resource/Germany,13.5033,52.3667
http://dbpedia.org/resource/Berlin_Brandenburg_Airport,Berlin Brandenburg Airport,BER,http://dbpedia.org/resource/Berlin,13.5033,52.3667
http://dbpedia.org/resource/Berlin_Tempelhof_Airport,Berlin Tempelhof Airport,THF,Berlin,13.4017,52.4736
http://dbpedia.org/resource/Birmingham_Airport,Birmingham Airport,BHX,Birmingham and the surrounding areas.,-1.74806,52.4539
http://dbpedia.org/resource/Borkum_Airfield,Borkum Airfield,BMK,http://dbpedia.org/resource/Germany,6.70917,53.5956
http://dbpedia.org/resource/Borkum_Airfield,Borkum Airfield,BMK,http://dbpedia.org/resource/Lower_Saxony,6.70917,53.5956
http://dbpedia.org/resource/Borkum_Airfield,Borkum Airfield,BMK,http://dbpedia.org/resource/Borkum,6.70917,53.5956
http://dbpedia.org/resource/Bydgoszcz_Ignacy_Jan_Paderewski_Airport,Bydgoszcz Ignacy Jan Paderewski Airport,BZG,http://dbpedia.org/resource/Bydgoszcz,17.9778,53.0967
http://dbpedia.org/resource/Canberra_International_Airport,Canberra Airport,CBR,Canberra,149.195,-35.3069
http://dbpedia.org/resource/Cardiff_Airport,Cardiff Airport,CWL,http://dbpedia.org/resource/Cardiff,-3.34333,51.3967
http://dbpedia.org/resource/Cardiff_Airport,Cardiff Airport,CWL,http://dbpedia.org/resource/South_Wales,-3.34333,51.3967
http://dbpedia.org/resource/Cardiff_Airport,Cardiff Airport,CWL,http://dbpedia.org/resource/Mid_Wales,-3.34333,51.3967
http://dbpedia.org/resource/Cardiff_Airport,Cardiff Airport,CWL,http://dbpedia.org/resource/West_Wales,-3.34333,51.3967
http://dbpedia.org/resource/Centennial_Airport,Centennial Airport,APA,http://dbpedia.org/resource/Denver,-104.849,39.57
http://dbpedia.org/resource/Chiang_Mai_International_Airport,Chiang Mai International Airport,CNX,http://dbpedia.org/resource/Chiang_Mai,98.9625,18.7667
http://dbpedia.org/resource/Chiang_Mai_International_Airport,Chiang Mai International Airport,CNX,http://dbpedia.org/resource/Thailand,98.9625,18.7667
http://dbpedia.org/resource/Chicago_Midway_International_Airport,Chicago Midway International Airport,MDW,http://dbpedia.org/resource/Chicago,-87.7525,41.7861
http://dbpedia.org/resource/Chicago_Midway_International_Airport,Chicago Midway International Airport,MDW,http://dbpedia.org/resource/United_States,-87.7525,41.7861
http://dbpedia.org/resource/Chicago_Midway_International_Airport,Chicago Midway International Airport,MDW,http://dbpedia.org/resource/Illinois,-87.7525,41.7861
http://dbpedia.org/resource/Colonia_Airport,Laguna de los Patos International Airport,CYR,http://dbpedia.org/resource/Colonia_del_Sacramento,-57.7706,-34.4564
http://dbpedia.org/resource/Cork_Airport,Cork Airport,ORK,http://dbpedia.org/resource/Cork_(city),-8.49111,51.8414
http://dbpedia.org/resource/Cork_Airport,Cork Airport,ORK,http://dbpedia.org/resource/Republic_of_Ireland,-8.49111,51.8414
http://dbpedia.org/resource/Denver_International_Airport,Denver International Airport,DEN,Denver, Front Range Megalopolis, Northern Colorado, Eastern Colorado,-104.673,39.8617
http://dbpedia.org/resource/Domodedovo_International_Airport,Moscow Domodedovo Airport,DME,Moscow,37.9061,55.4086
http://dbpedia.org/resource/Edinburgh_Airport,Edinburgh Airport,EDI,EdinburghLothianFifeScottish BordersCentral Scotland,-3.3725,55.95
http://dbpedia.org/resource/Eindhoven_Airport,Eindhoven Airport,EIN,Eindhoven, the Netherlands,5.37444,51.45
http://dbpedia.org/resource/Fua%CA%BBamotu_International_Airport,Fuaamotu International Airport,TBU,http://dbpedia.org/resource/Nuku%CA%BBalofa,-175.149,-21.2411
http://dbpedia.org/resource/Fua%CA%BBamotu_International_Airport,Fuaamotu International Airport,TBU,http://dbpedia.org/resource/Tonga,-175.149,-21.2411
http://dbpedia.org/resource/Glasgow_Prestwick_Airport,Glasgow-Prestwick Airport,PIK,http://dbpedia.org/resource/Prestwick,-4.59444,55.5094
http://dbpedia.org/resource/Glasgow_Prestwick_Airport,Glasgow-Prestwick Airport,PIK,http://dbpedia.org/resource/Glasgow,-4.59444,55.5094
http://dbpedia.org/resource/Glasgow_Prestwick_Airport,Glasgow-Prestwick Airport,PIK,http://dbpedia.org/resource/Scotland,-4.59444,55.5094
http://dbpedia.org/resource/Glasgow_Prestwick_Airport,Glasgow-Prestwick Airport,PIK,http://dbpedia.org/resource/Strathclyde,-4.59444,55.5094
http://dbpedia.org/resource/Greater_Moncton_International_Airport,Greater Moncton International Airport,YQM,http://dbpedia.org/resource/Moncton,-64.6786,46.1122
http://dbpedia.org/resource/Greater_Moncton_International_Airport,Greater Moncton International Airport,YQM,http://dbpedia.org/resource/New_Brunswick,-64.6786,46.1122
http://dbpedia.org/resource/Heraklion_International_Airport,Heraklion International Airport,HER,http://dbpedia.org/resource/Heraklion,25.1736,35.3358
http://dbpedia.org/resource/Heringsdorf_Airport,Heringsdorf Airport,HDF,http://dbpedia.org/resource/Heringsdorf,_Mecklenburg-Vorpommern,14.1522,53.8786
http://dbpedia.org/resource/Hobart_International_Airport,Hobart International Airport,HBA,http://dbpedia.org/resource/Hobart,147.51,-42.8367
http://dbpedia.org/resource/Hof-Plauen_Airport,Hof-Plauen Airport,HOQ,http://dbpedia.org/resource/Germany,11.8564,50.29
http://dbpedia.org/resource/Hof-Plauen_Airport,Hof-Plauen Airport,HOQ,http://dbpedia.org/resource/Bavaria,11.8564,50.29
http://dbpedia.org/resource/Hof-Plauen_Airport,Hof-Plauen Airport,HOQ,http://dbpedia.org/resource/Hof,_Bavaria,11.8564,50.29
http://dbpedia.org/resource/Honolulu_International_Airport,Honolulu International Airport,HNL,http://dbpedia.org/resource/Oahu,-157.923,21.3186
http://dbpedia.org/resource/Indira_Gandhi_International_Airport,Indira Gandhi International Airport,DEL,http://dbpedia.org/resource/National_Capital_Region_(India),77.0994,28.5544
http://dbpedia.org/resource/Indira_Gandhi_International_Airport,Indira Gandhi International Airport,DEL,http://dbpedia.org/resource/Delhi,77.0994,28.5544
http://dbpedia.org/resource/Innsbruck_Airport,Innsbruck Kranebitten Airport,INN,http://dbpedia.org/resource/Innsbruck,11.3439,47.2603
http://dbpedia.org/resource/Jinnah_International_Airport,Jinnah International Airport,KHI,http://dbpedia.org/resource/Karachi,67.1608,24.9067
http://dbpedia.org/resource/Jomo_Kenyatta_International_Airport,Jomo Kenyatta International Airport,NBO,http://dbpedia.org/resource/Nairobi,36.9275,-1.31917
http://dbpedia.org/resource/Karlovy_Vary_Airport,Karlovy Vary Airport,KLV,http://dbpedia.org/resource/Karlovy_Vary,12.915,50.2031
http://dbpedia.org/resource/Khrabrovo_Airport,Khrabrovo Airport,KGD,http://dbpedia.org/resource/Kaliningrad,20.5925,54.89
http://dbpedia.org/resource/Kobe_Airport,Kobe Airport,UKB,http://dbpedia.org/resource/Kobe,135.224,34.6328
http://dbpedia.org/resource/Kobe_Airport,Kobe Airport,UKB,http://dbpedia.org/resource/Japan,135.224,34.6328
http://dbpedia.org/resource/Kuala_Lumpur_International_Airport,Kuala Lumpur International Airport,KUL,http://dbpedia.org/resource/Klang_Valley,101.71,2.74556
http://dbpedia.org/resource/Kurumoch_International_Airport,Kurumoch International Airport,KUF,http://dbpedia.org/resource/Tolyatti,50.155,53.5017
http://dbpedia.org/resource/Kurumoch_International_Airport,Kurumoch International Airport,KUF,http://dbpedia.org/resource/Samara,_Russia,50.155,53.5017
http://dbpedia.org/resource/Lihue_Airport,Lihue Airport,LIH,http://dbpedia.org/resource/Lihue,_Hawaii,-159.339,21.9761
http://dbpedia.org/resource/Lihue_Airport,Lihue Airport,LIH,http://dbpedia.org/resource/Hawaii,-159.339,21.9761
http://dbpedia.org/resource/Linate_Airport,Linate Airport,LIN,http://dbpedia.org/resource/Milan,9.27833,45.4494
http://dbpedia.org/resource/Louisville_International_Airport,Louisville International Airport,SDF,http://dbpedia.org/resource/Louisville,_Kentucky,-85.7364,38.1742
http://dbpedia.org/resource/Memphis_International_Airport,Memphis International Airport,MEM,http://dbpedia.org/resource/Memphis,_Tennessee,-89.9767,35.0425
http://dbpedia.org/resource/Mercedita_Airport,Mercedita Airport,PSE,http://dbpedia.org/resource/Ponce,_Puerto_Rico,-66.5631,18.0083
http://dbpedia.org/resource/Miami_International_Airport,Miami International Airport,MIA,http://dbpedia.org/resource/Miami_metropolitan_area,-80.2906,25.7933
http://dbpedia.org/resource/Pokhara_Airport,Pokhara Airport,PKR,http://dbpedia.org/resource/Pokhara,83.9819,28.2008
http://dbpedia.org/resource/Pokhara_Airport,Pokhara Airport,PKR,http://dbpedia.org/resource/Nepal,83.9819,28.2008
http://dbpedia.org/resource/Pulkovo_Airport,Pulkovo Airport,LED,http://dbpedia.org/resource/Saint_Petersburg,30.2625,59.8003
http://dbpedia.org/resource/San_Diego_International_Airport,San Diego International Airport,SAN,http://dbpedia.org/resource/San_Diego_metropolitan_area,-117.19,32.7336
http://dbpedia.org/resource/San_Francisco_International_Airport,San Francisco International Airport,SFO,http://dbpedia.org/resource/San_Francisco,-122.39,37.6189
http://dbpedia.org/resource/San_Francisco_International_Airport,San Francisco International Airport,SFO,http://dbpedia.org/resource/San_Francisco,-122.39,37.6347
